사업장명,소재지전체주소,도로명전체주소,주소,latitude,longitude,구
굿데이 라이브,서울특별시 관악구 남현동 1060-4 지하1층,"서울특별시 관악구 남부순환로 2082-29, 지하1층 (남현동)",서울특별시 관악구 남현동 1060-4,37.476119,126.9806181,관악구
탈렌트,서울특별시 관악구 신림동 1425-8,서울특별시 관악구 봉천로12길 42 (신림동),서울특별시 관악구 신림동 1425-8,37.4867755,126.9297576,관악구
올리브,서울특별시 관악구 신림동 1431-7,"서울특별시 관악구 신림로 365, 지하1층 (신림동)",서울특별시 관악구 신림동 1431-7,37.486843,126.9288482,관악구
금보노래바,서울특별시 관악구 신림동 538-1번지,서울특별시 관악구 난곡로 317 (신림동),서울특별시 관악구 신림동 538-1,37.4823157,126.9142298,관악구
스카이,서울특별시 관악구 신림동 1433-32,"서울특별시 관악구 남부순환로 1599-4, 지하1층 (신림동)",서울특별시 관악구 신림동 1433-32,37.4845312,126.9284286,관악구
봉봉노래바,서울특별시 관악구 신림동 1424-5번지,"서울특별시 관악구 봉천로12길 54, 2층 (신림동)",서울특별시 관악구 신림동 1424-5,37.4863469,126.9299672,관악구
신림 노래빠,서울특별시 관악구 신림동 1639-23,"서울특별시 관악구 남부순환로 1596, 나동 지하1층 (신림동)",서울특별시 관악구 신림동 1639-23,37.4837938,126.9280165,관악구
캔디노래빠,서울특별시 관악구 신림동 1433-102,"서울특별시 관악구 남부순환로 1591, 지하1층 (신림동)",서울특별시 관악구 신림동 1433-102,37.484233,126.9273696,관악구
잠자리,서울특별시 관악구 신림동 1424-11,"서울특별시 관악구 신림로 356, 3층 (신림동)",서울특별시 관악구 신림동 1424-11,37.4861271,126.9297339,관악구
플라워노래빠,서울특별시 관악구 봉천동 1674-20,서울특별시 관악구 남부순환로 1881 (봉천동),서울특별시 관악구 봉천동 1674-20,37.479283,126.9587075,관악구
딸기,서울특별시 관악구 봉천동 854-2번지,"서울특별시 관악구 남부순환로224길 13, 지하1층 (봉천동)",서울특별시 관악구 봉천동 854-2,37.480217,126.9533852,관악구
여자친구노래빠,서울특별시 관악구 신림동 1432-86,"서울특별시 관악구 신림로65길 10, 지하1층 (신림동)",서울특별시 관악구 신림동 1432-86,37.48523490000001,126.9289132,관악구
골드,서울특별시 관악구 신림동 1432-68번지,"서울특별시 관악구 신림로67길 5, 지하1층 (신림동)",서울특별시 관악구 신림동 1432-68,37.486068,126.9289642,관악구
썸 노래타운,서울특별시 관악구 신림동 1640-38,서울특별시 관악구 신림로59길 12 (신림동),서울특별시 관악구 신림동 1640-38,37.48332389999999,126.9290466,관악구
라운딩,서울특별시 관악구 신림동 1641-11 지하1층,서울특별시 관악구 신림로 322-3 (신림동),서울특별시 관악구 신림동 1641-11,37.4830901,126.9302224,관악구
코코노래빠,서울특별시 관악구 신림동 1432-76,"서울특별시 관악구 신림로 351, 지하1층 (신림동)",서울특별시 관악구 신림동 1432-76,37.4856462,126.9292307,관악구
열창노래밤,서울특별시 관악구 신림동 1669-8 지하1층,"서울특별시 관악구 남부순환로 1387 (신림동,지하1층)",서울특별시 관악구 신림동 1669-8,37.4803269,126.9048653,관악구
아카데미 스탠드빠. 노래바,서울특별시 관악구 신림동 1474-23,"서울특별시 관악구 남부순환로 1474, 지하1층 (신림동)",서울특별시 관악구 신림동 1474-23,37.4814254,126.9142145,관악구
루비,서울특별시 관악구 신림동 1423-28,"서울특별시 관악구 봉천로12길 69, 지하1층 (신림동)",서울특별시 관악구 신림동 1423-28,37.485729,126.9303246,관악구
두바이,서울특별시 관악구 신림동 1425-13,"서울특별시 관악구 신림로 362, 지하1층 (신림동)",서울특별시 관악구 신림동 1425-13,37.486665,126.9295152,관악구
원투,서울특별시 관악구 신림동 1433-114 지하1층,"서울특별시 관악구 남부순환로 1589 (신림동,지하1층)",서울특별시 관악구 신림동 1433-114,37.4842289,126.9271961,관악구
예랑노래,서울특별시 관악구 신림동 1422-3번지,서울특별시 관악구 남부순환로185길 5 (신림동),서울특별시 관악구 신림동 1422-3,37.4849829,126.9323083,관악구
B1노래빠,서울특별시 관악구 신림동 1425-3 지하1층,"서울특별시 관악구 신림로70길 6, 지하1층 (신림동)",서울특별시 관악구 신림동 1425-3,37.4875376,126.9292832,관악구
준코뮤직타운 신림2호점,서울특별시 관악구 신림동 1640-31,서울특별시 관악구 신림로59길 14 (신림동),서울특별시 관악구 신림동 1640-31,37.483295,126.9287729,관악구
99,서울특별시 관악구 신림동 1425-9,"서울특별시 관악구 신림로68길 9, 지하1층 (신림동)",서울특별시 관악구 신림동 1425-9,37.4866085,126.9298661,관악구
초코파이,"서울특별시 관악구 신림동 1421-41번지 48,49지하1층","서울특별시 관악구 신림로66길 20 (신림동,48,49지하1층)",서울특별시 관악구 신림동 1421-41,37.48541090000001,126.9308262,관악구
뉴스타,서울특별시 관악구 신림동 1432-50 지하1층,"서울특별시 관악구 신림로67길 14 (신림동,지하1층)",서울특별시 관악구 신림동 1432-50,37.486153,126.9285365,관악구
찬스노래빠유흥주점,서울특별시 관악구 신림동 1431-19번지,서울특별시 관악구 신림로67길 6 (신림동),서울특별시 관악구 신림동 1431-19,37.4862584,126.9288339,관악구
1.2.3.노래노래,서울특별시 관악구 신림동 538-2 지하1층,"서울특별시 관악구 남부순환로 1471 (신림동,지하1층)",서울특별시 관악구 신림동 538-2,37.4820855,126.9142121,관악구
남현 JMC(제이엠씨),서울특별시 관악구 남현동 1062-15,"서울특별시 관악구 남현1길 58, 지하2층 (남현동)",서울특별시 관악구 남현동 1062-15,37.4757039,126.980543,관악구
황제 노래빠,서울특별시 관악구 신림동 527-4 지하1층,"서울특별시 관악구 난곡로66길 8 (신림동,지하1층)",서울특별시 관악구 신림동 527-4,37.4824397,126.9149076,관악구
동경,서울특별시 관악구 봉천동 851-3번지,서울특별시 관악구 관악로 204 (봉천동),서울특별시 관악구 봉천동 851-3,37.4829601,126.9542975,관악구
킹노래빠,서울특별시 관악구 신림동 527-9번지,서울특별시 관악구 남부순환로 1481 (신림동),서울특별시 관악구 신림동 527-9,37.4822627,126.915106,관악구
봉봉,서울특별시 관악구 남현동 1061-16번지,"서울특별시 관악구 남현1길 68-22, 지하1층 (남현동)",서울특별시 관악구 남현동 1061-16,37.4747869,126.9812101,관악구
자이안트,서울특별시 관악구 남현동 1061-25 지하1층,"서울특별시 관악구 과천대로 949 (남현동,지하1층)",서울특별시 관악구 남현동 1061-25,37.4752921,126.9813265,관악구
피닉스노래바Q,서울특별시 관악구 남현동 1061-25,"서울특별시 관악구 과천대로 949, 지하1층 (남현동)",서울특별시 관악구 남현동 1061-25,37.4752921,126.9813265,관악구
삼바,서울특별시 관악구 신림동 1432-176 정우빌딩,"서울특별시 관악구 신림동길 7, 정우빌딩 지하1층 (신림동)",서울특별시 관악구 신림동 1432-176,37.4872751,126.9279684,관악구
삐삐노래빠,서울특별시 관악구 신림동 538-35,"서울특별시 관악구 난곡로65길 3 (신림동, 지하1층)",서울특별시 관악구 신림동 538-35,37.4822859,126.9140518,관악구
자몽노래크럽,서울특별시 관악구 신림동 1432-77,서울특별시 관악구 신림로 355 (신림동),서울특별시 관악구 신림동 1432-77,37.4860364,126.9291959,관악구
자이노래빠,서울특별시 관악구 신림동 527-11,서울특별시 관악구 난곡로66길 14 (신림동),서울특별시 관악구 신림동 527-11,37.4825141,126.9152218,관악구
당근 노래바,서울특별시 관악구 신림동 1431-12,"서울특별시 관악구 신림로 363, 지하1층 (신림동)",서울특별시 관악구 신림동 1431-12,37.4865486,126.9289514,관악구
유정노래광장,서울특별시 관악구 신림동 537-33번지 지상2층,"서울특별시 관악구 난곡로65길 2 (신림동,지상2층)",서울특별시 관악구 신림동 537-33,37.4825152,126.9139962,관악구
파파,서울특별시 관악구 남현동 1061-9,"서울특별시 관악구 남현1길 68-10, 지하1층 (남현동)",서울특별시 관악구 남현동 1061-9,37.4754093,126.9810919,관악구
#(샵),서울특별시 관악구 신림동 1640-13 지상3층,"서울특별시 관악구 신림로 329 (신림동,지상3층)",서울특별시 관악구 신림동 1640-13,37.4836575,126.9294228,관악구
초이스,서울특별시 관악구 신림동 1431-7 2층호,"서울특별시 관악구 신림로 365, 2층호 (신림동)",서울특별시 관악구 신림동 1431-7,37.486843,126.9288482,관악구
논다노래타운 신림점,서울특별시 관악구 신림동 1640-2,서울특별시 관악구 남부순환로 1600 (신림동),서울특별시 관악구 신림동 1640-2,37.4837657,126.9285014,관악구
사루비아,서울특별시 관악구 봉천동 861-4번지,서울특별시 관악구 관악로 183 (봉천동),서울특별시 관악구 봉천동 861-4,37.4816736,126.9525118,관악구
홀인원 노래바,서울특별시 관악구 신림동 1431-4,"서울특별시 관악구 신림로 367, 3층 (신림동)",서울특별시 관악구 신림동 1431-4,37.4871309,126.9287221,관악구
구디별밤,서울특별시 관악구 신림동 1643,"서울특별시 관악구 시흥대로 578, 지하1층 (신림동)",서울특별시 관악구 신림동 1643,37.48426240000001,126.9032884,관악구
우주노래빠,서울특별시 관악구 신림동 1431-41번지,서울특별시 관악구 신림동길 3 (신림동),서울특별시 관악구 신림동 1431-41,37.4873038,126.9283645,관악구
별빛노래룸,서울특별시 관악구 신림동 1431-4,"서울특별시 관악구 신림로 367, 지하1층 (신림동)",서울특별시 관악구 신림동 1431-4,37.4871309,126.9287221,관악구
DJ(디제이)노래바,서울특별시 관악구 신림동 1568-1번지,"서울특별시 관악구 난곡로 302, 지하1층 (신림동)",서울특별시 관악구 신림동 1568-1,37.4810151,126.9149069,관악구
써니노래바,서울특별시 관악구 신림동 1474-27번지 지하1층,"서울특별시 관악구 난곡로63길 6, 지하1층 (신림동)",서울특별시 관악구 신림동 1474-27,37.4811841,126.9142069,관악구
블루문(Blue Moon),서울특별시 관악구 신림동 1425-17,"서울특별시 관악구 신림로 366, 지하1층 (신림동)",서울특별시 관악구 신림동 1425-17,37.4869718,126.9293064,관악구
그랑프리,서울특별시 관악구 신림동 1422-5,"서울특별시 관악구 신림로 340, 14,15층 (신림동)",서울특별시 관악구 신림동 1422-5,37.4847684,126.930087,관악구
킹,서울특별시 관악구 신림동 1432-70,서울특별시 관악구 신림로 357 (신림동),서울특별시 관악구 신림동 1432-70,37.4861848,126.9291337,관악구
백억불,서울특별시 관악구 신림동 1422-20,"서울특별시 관악구 남부순환로181길 6 (신림동, 지하1층)",서울특별시 관악구 신림동 1422-20,37.4848607,126.9311177,관악구
유성노래빠주점,서울특별시 관악구 봉천동 851-19,서울특별시 관악구 관악로 196 (봉천동),서울특별시 관악구 봉천동 851-19,37.4823613,126.9538047,관악구
퍼펙트 노래바,서울특별시 관악구 신림동 1431-10,서울특별시 관악구 신림로 363-1 (신림동),서울특별시 관악구 신림동 1431-10,37.4866764,126.9289514,관악구
코코노래바,서울특별시 관악구 봉천동 855-1,"서울특별시 관악구 관악로14길 14, 지하1층 (봉천동)",서울특별시 관악구 봉천동 855-1,37.4790733,126.9532908,관악구
824노래빠,서울특별시 금천구 가산동 140-14,"서울특별시 금천구 가산로 147-18, 지하1층 (가산동)",서울특별시 금천구 가산동 140-14,37.478168,126.8902033,금천구
하와이,서울특별시 관악구 남현동 1061-14번지,서울특별시 관악구 남현1길 68-18 (남현동),서울특별시 관악구 남현동 1061-14,37.475312,126.9809421,관악구
프랑스스텐드바,서울특별시 관악구 신림동 1433-86번지,서울특별시 관악구 남부순환로 1597 (신림동),서울특별시 관악구 신림동 1433-86,37.4842953,126.927873,관악구
천사노래밤,서울특별시 관악구 신림동 1431-3,서울특별시 관악구 신림로 369 (신림동),서울특별시 관악구 신림동 1431-3,37.4872221,126.9286578,관악구
코코,"서울특별시 관악구 남현동 1061-9번지 ,10","서울특별시 관악구 남현1길 68-10 (남현동,,10)",서울특별시 관악구 남현동 1061-9,37.4754093,126.9810919,관악구
여우,서울특별시 관악구 신림동 1429-16,서울특별시 관악구 신림로 387 (신림동),서울특별시 관악구 신림동 1429-16,37.4886426,126.9280527,관악구
텐프로,서울특별시 관악구 신림동 1641-10,서울특별시 관악구 신림로 322-1 (신림동),서울특별시 관악구 신림동 1641-10,37.4831674,126.9301025,관악구
백악관 스텐드바 아카데미,서울특별시 관악구 신림동 1668-15 지하1층,"서울특별시 관악구 남부순환로 1377 (신림동,지하1층)",서울특별시 관악구 신림동 1668-15,37.4801782,126.9038285,관악구
짱노래주점,서울특별시 관악구 신림동 1431-20 지상2층,"서울특별시 관악구 신림로67길 8 (신림동,지상2층)",서울특별시 관악구 신림동 1431-20,37.4862244,126.9287176,관악구
테마노래바,서울특별시 관악구 봉천동 863-4번지,서울특별시 관악구 관악로 157 (봉천동),서울특별시 관악구 봉천동 863-4,37.4794717,126.9520514,관악구
2호점,서울특별시 관악구 신림동 1655-4 지하1층,"서울특별시 관악구 조원로2길 8 (신림동,지하1층)",서울특별시 관악구 신림동 1655-4,37.4832279,126.9026483,관악구
초콜렛바,서울특별시 관악구 신림동 1422-17,서울특별시 관악구 남부순환로 1627 (신림동),서울특별시 관악구 신림동 1422-17,37.4847714,126.9313613,관악구
밤의전쟁 노래빠,서울특별시 관악구 신림동 1639-8,"서울특별시 관악구 남부순환로 1592, 지하1층 (신림동)",서울특별시 관악구 신림동 1639-8,37.4836788,126.9275972,관악구
슈퍼노래바,"서울특별시 광진구 화양동 24-1 , 7","서울특별시 광진구 동일로 164 (화양동,, 7)",서울특별시 광진구 화양동 24-1,37.5467193,127.0668704,광진구
