사업장명,소재지전체주소,도로명전체주소,주소,latitude,longitude,구
아모르7080,서울특별시 강서구 화곡동 904-12 (지상 2층),"서울특별시 강서구 강서로5나길 16, 2층 (화곡동, 1동)",서울특별시 강서구 화곡동 904-12,37.47285979999999,126.8956732,강서구
꼬망,서울특별시 관악구 봉천동 958-1번지,서울특별시 관악구 봉천로 334 (봉천동),서울특별시 관악구 봉천동 958-1,37.4994765,126.920655,관악구
서연7080,서울특별시 관악구 봉천동 913-1,서울특별시 관악구 남부순환로 1766 (봉천동),서울특별시 관악구 봉천동 913-1,37.4988247,126.9518017,관악구
왕노래타운,서울특별시 강서구 화곡동 935-12,"서울특별시 강서구 강서로5나길 148, 3층 (화곡동)",서울특별시 강서구 화곡동 935-12,37.5125706,126.936721,강서구
테마단란주점,서울특별시 강서구 화곡동 938-19번지 (지하 1층),"서울특별시 강서구 곰달래로 54, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 938-19,37.4907818,126.9232201,강서구
나이스타임노래광장,서울특별시 강서구 화곡동 905-10 지하 1층,"서울특별시 강서구 강서로5나길 36, 지하 1층 (화곡동)",서울특별시 강서구 화곡동 905-10,37.4535552,126.9014245,강서구
올래,서울특별시 금천구 독산동 1019-1번지 지하1층,"서울특별시 금천구 독산로75길 7 (독산동, 지하1층)",서울특별시 금천구 독산동 1019-1,37.4728646,126.8993992,금천구
산타페노래방주점,서울특별시 광진구 군자동 473-15,서울특별시 광진구 능동로35길 18 (군자동),서울특별시 광진구 군자동 473-15,37.499573,126.9305659,광진구
포썸,서울특별시 광진구 구의동 252-18,서울특별시 광진구 아차산로49길 29 (구의동),서울특별시 광진구 구의동 252-18,37.5371436,126.8352694,광진구
연안노래광장,서울특별시 강서구 화곡동 928-19번지 (지상 2층),"서울특별시 강서구 강서로5나길 130, 2층 (화곡동, 1동)",서울특별시 강서구 화곡동 928-19,37.4512344,126.9026392,강서구
별 노래바,서울특별시 금천구 독산동 159-20 지하1층,"서울특별시 금천구 시흥대로 432 (독산동, 지하1층)",서울특별시 금천구 독산동 159-20,37.5029544,126.948244,금천구
스윙7080라이브,서울특별시 광진구 중곡동 647-19,서울특별시 광진구 능동로 327-1 (중곡동),서울특별시 광진구 중곡동 647-19,37.5476186,127.1079131,광진구
짝주점,"서울특별시 동작구 사당동 133-17 ,20",서울특별시 동작구 동작대로27길 6 (사당동),서울특별시 동작구 사당동 133-17,37.495796,126.9533853,동작구
나가수,서울특별시 금천구 독산동 145-8,"서울특별시 금천구 시흥대로 473 (독산동, 지하1층)",서울특별시 금천구 독산동 145-8,37.4514493,126.9025562,금천구
대형노래밤,서울특별시 금천구 독산동 159-1 지하1층,"서울특별시 금천구 시흥대로138길 10 (독산동, 지하1층)",서울특별시 금천구 독산동 159-1,37.4572928,126.905242,금천구
샤방샤방,서울특별시 동작구 상도동 26-36번지,서울특별시 동작구 상도로 210 (상도동),서울특별시 동작구 상도동 26-36,37.4788472,126.9040878,동작구
귀빈관,서울특별시 금천구 독산동 293-19 지하1층,"서울특별시 금천구 범안로 1207, 지하1층 (독산동)",서울특별시 금천구 독산동 293-19,37.4667673,126.8964724,금천구
라이브가수의집,서울특별시 강동구 명일동 346-5,서울특별시 강동구 상암로 198 (명일동),서울특별시 강동구 명일동 346-5,37.5419092,127.0663576,강동구
차차차,서울특별시 강동구 암사동 476-30,"서울특별시 강동구 구천면로 347, 지1층 (암사동)",서울특별시 강동구 암사동 476-30,37.5479331,127.1089643,강동구
노래하는호프소주방이꼬이꼬,"서울특별시 강동구 천호동 415-32 ,33호","서울특별시 강동구 올림픽로70길 51 (천호동,,33호)",서울특별시 강동구 천호동 415-32,37.5520864,126.8505141,강동구
썬노래밤,서울특별시 금천구 독산동 876-1,"서울특별시 금천구 남부순환로 1388, 지상2층 (독산동)",서울특별시 금천구 독산동 876-1,37.4612579,126.8984653,금천구
힐러노래바,서울특별시 금천구 독산동 148-22 지하1층,"서울특별시 금천구 가산로 72, 지하1층 (독산동)",서울특별시 금천구 독산동 148-22,37.4975484,126.9200896,금천구
별밤노래바,서울특별시 동작구 대방동 400-3번지,서울특별시 동작구 여의대방로 140 (대방동),서울특별시 동작구 대방동 400-3,37.4784611,126.9808174,동작구
금강산,서울특별시 동작구 상도동 467번지,서울특별시 동작구 상도로 331 (상도동),서울특별시 동작구 상도동 467,37.483209,126.976168,동작구
가원,서울특별시 동작구 노량진동 261-2,서울특별시 동작구 노량진로8길 26 (노량진동),서울특별시 동작구 노량진동 261-2,37.47973,126.9047274,동작구
Live 캐슬,서울특별시 동작구 신대방동 395-67번지 관악타워 지1층136호,"서울특별시 동작구 보라매로5길 51 (신대방동,관악타워 지1층136호)",서울특별시 동작구 신대방동 395-67,37.4540858,126.902501,동작구
쎄시봉7080라이브,서울특별시 금천구 시흥동 889 지하1층,"서울특별시 금천구 시흥대로 220, 지하1층 (시흥동)",서울특별시 금천구 시흥동 889,37.454719,126.8999474,금천구
다성노래바,서울특별시 금천구 독산동 988-13,서울특별시 금천구 시흥대로138길 13 (독산동),서울특별시 금천구 독산동 988-13,37.5084756,126.9621589,금천구
야간열차,서울특별시 동작구 상도동 324-2번지,서울특별시 동작구 상도로 88 (상도동),서울특별시 동작구 상도동 324-2,37.5619601,126.8091092,동작구
궁,서울특별시 강서구 화곡동 377-42번지 (지하 1층),"서울특별시 강서구 가로공원로 173, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 377-42,37.5438941,126.8437893,강서구
미팅,서울특별시 금천구 시흥동 903-11 지하1층 (샘길 6),"서울특별시 금천구 시흥대로50길 10 (시흥동,지하1층 (샘길 6))",서울특별시 금천구 시흥동 903-11,37.5346465,127.0820352,금천구
울리불리 7080,서울특별시 동작구 상도1동 755-0,서울특별시 동작구 상도로 275 (상도1동),서울특별시 동작구 상도1동 755-0,37.5682198,127.0827412,동작구
리치노래주점,서울특별시 광진구 광장동 323-2,서울특별시 광진구 아차산로78길 182 (광장동),서울특별시 광진구 광장동 323-2,37.5651105,127.0810133,광진구
개구리,서울특별시 동작구 상도동 492-14,서울특별시 동작구 상도로62길 35 (상도동),서울특별시 동작구 상도동 492-14,37.5403893,127.0633613,동작구
피아노,서울특별시 금천구 시흥동 890-15 지하1층,"서울특별시 금천구 시흥대로50길 9, 지하1층 (시흥동)",서울특별시 금천구 시흥동 890-15,37.538169,127.0861994,금천구
꾼,서울특별시 금천구 시흥동 848-34,"서울특별시 금천구 독산로 111, 지하1층 (시흥동)",서울특별시 금천구 시흥동 848-34,37.4760291,126.9037317,금천구
쿨노래빠,서울특별시 금천구 독산동 960-14 지하1층,"서울특별시 금천구 독산로 360, 지하1층 (독산동)",서울특별시 금천구 독산동 960-14,37.5726542,126.8108752,금천구
모모7080,서울특별시 금천구 독산동 293-5번지 협진식품빌딩 5층 33호,"서울특별시 금천구 범안로 1209, 지상5층 33호 (독산동, 협진식품빌딩)",서울특별시 금천구 독산동 293-5,37.52990370000001,126.8386126,금천구
가온,서울특별시 광진구 화양동 49-14,서울특별시 광진구 동일로22길 40 (화양동),서울특별시 광진구 화양동 49-14,37.5292584,126.8478051,광진구
송앤푸드,서울특별시 광진구 광장동 186,"서울특별시 광진구 아차산로78길 165, 지하1층 (광장동)",서울특별시 광진구 광장동 186,37.5356457,127.0836106,광진구
수,서울특별시 강서구 화곡동 1117-11 2층,"서울특별시 강서구 공항대로46길 96, 2층 (화곡동, 6동)",서울특별시 강서구 화곡동 1117-11,37.5376721,127.0851042,강서구
런던7080Live,서울특별시 금천구 독산동 1059-4 지하1층,"서울특별시 금천구 시흥대로 310, 지하1층 (독산동)",서울특별시 금천구 독산동 1059-4,37.5391774,127.0847612,금천구
오빠,서울특별시 동작구 신대방동 375-15 동일빌딩,"서울특별시 동작구 여의대방로22길 4, 동일빌딩 지하1층 (신대방동)",서울특별시 동작구 신대방동 375-15,37.5472371,127.0714901,동작구
해성,서울특별시 동작구 사당동 1031-24번지,서울특별시 동작구 동작대로3길 10 (사당동),서울특별시 동작구 사당동 1031-24,37.535852,127.1452987,동작구
필단란주점,서울특별시 동작구 사당동 321-8번지,서울특별시 동작구 사당로 256 (사당동),서울특별시 동작구 사당동 321-8,37.5566891,127.0782628,동작구
아카데미 유랑극단,서울특별시 금천구 독산동 950-3 지하1층,"서울특별시 금천구 남부순환로 1386, 지하1층 (독산동)",서울특별시 금천구 독산동 950-3,37.5303918,126.846915,금천구
스카이7080,"서울특별시 금천구 시흥동 885-4번지 ,5,7,8 지하1층 (금천로 189)","서울특별시 금천구 금하로 648 (시흥동,,5,7,8 지하1층 (금천로 189))",서울특별시 금천구 시흥동 885-4,37.4667828,126.9014783,금천구
동경,"서울특별시 금천구 시흥동 999-48 ,49 지하1층 (금천로 218)","서울특별시 금천구 금하로 619, 지하1층 (시흥동)",서울특별시 금천구 시흥동 999-48,37.477689,126.9039293,금천구
남문노래바,서울특별시 금천구 독산동 160-4 지하1층,"서울특별시 금천구 시흥대로138길 32 (독산동, 지하1층)",서울특별시 금천구 독산동 160-4,37.4663218,126.9012068,금천구
엠(M),서울특별시 동작구 흑석동 101-4번지,서울특별시 동작구 서달로15길 17 (흑석동),서울특별시 동작구 흑석동 101-4,37.4589488,126.904899,동작구
대가,서울특별시 강서구 공항동 45-18번지 (지하 1층) 3호,"서울특별시 강서구 공항대로 15, 지하 1층 3호 (공항동)",서울특별시 강서구 공항동 45-18,37.4772593,126.9038732,강서구
수정라이브,서울특별시 강서구 화곡동 110-65 삼영빌딩,"서울특별시 강서구 화곡로 206, 삼영빌딩 지하1층 (화곡동)",서울특별시 강서구 화곡동 110-65,37.4667673,126.8964724,강서구
더블류(W),서울특별시 광진구 자양동 624-42,서울특별시 광진구 자양로13길 40 (자양동),서울특별시 광진구 자양동 624-42,37.4712993,126.8968324,광진구
무쏘 단란주점,서울특별시 광진구 중곡동 169-30,서울특별시 광진구 면목로 170 (중곡동),서울특별시 광진구 중곡동 169-30,37.4858621,126.981166,광진구
오픈노래방,서울특별시 광진구 중곡동 193-52,서울특별시 광진구 면목로 132-1 (중곡동),서울특별시 광진구 중곡동 193-52,37.4546419,126.9013167,광진구
테스,서울특별시 광진구 자양동 24-30,서울특별시 광진구 동일로 88 (자양동),서울특별시 광진구 자양동 24-30,37.4540635,126.9019834,광진구
투투7080라이브,서울특별시 광진구 구의동 257-123,서울특별시 광진구 자양로18길 49 (구의동),서울특별시 광진구 구의동 257-123,37.4547865,126.8999073,광진구
우연노래마당,서울특별시 금천구 독산동 974-0 지하1층,"서울특별시 금천구 독산로 328, 지하1층 (독산동)",서울특별시 금천구 독산동 974-0,37.5482741,127.132218,금천구
애니씽노래바,서울특별시 강서구 방화동 562-6 (지상 2층),"서울특별시 강서구 양천로16길 12, 2층 (방화동, 2동)",서울특별시 강서구 방화동 562-6,37.5504725,127.14471,강서구
처음그날처럼 생음악라이브,서울특별시 강서구 화곡동 938-18 (지상 2층),"서울특별시 강서구 곰달래로 52, 2층 (화곡동, 1동)",서울특별시 강서구 화곡동 938-18,37.5378783,127.1329557,강서구
광장노래노래,서울특별시 강서구 화곡동 903-4 2층,"서울특별시 강서구 강서로5길 4, 2층 (화곡동, 1동)",서울특별시 강서구 화곡동 903-4,37.5368565,127.1392951,강서구
평야7080,서울특별시 광진구 자양동 627-2,서울특별시 광진구 자양로 87 (자양동),서울특별시 광진구 자양동 627-2,37.531059,126.854071,광진구
벤틀리,서울특별시 광진구 구의동 246-8 지하1층,"서울특별시 광진구 자양로18길 26, 지하1층 (구의동)",서울특별시 광진구 구의동 246-8,37.4785673,126.8908841,광진구
수노래주점,"서울특별시 광진구 구의동 252-3 ,51","서울특별시 광진구 아차산로51길 49 (구의동,,51)",서울특별시 광진구 구의동 252-3,37.4547613,126.8993699,광진구
님프,서울특별시 광진구 화양동 114-5,서울특별시 광진구 능동로19길 41 (화양동),서울특별시 광진구 화양동 114-5,37.5365632,126.8350445,광진구
찐이야,서울특별시 강동구 길동 252-130 신재빌딩,"서울특별시 강동구 명일로 191, 신재빌딩 지1층 (길동)",서울특별시 강동구 길동 252-130,37.5676535,126.8414885,강동구
무지개,서울특별시 광진구 군자동 476-1번지,서울특별시 광진구 군자로 182 (군자동),서울특별시 광진구 군자동 476-1,37.5375333,126.8380467,광진구
라이브곰친구,서울특별시 강서구 화곡동 898-12 2층,"서울특별시 강서구 곰달래로 126, 2층 (화곡동)",서울특별시 강서구 화곡동 898-12,37.4542473,126.9013065,강서구
궁전메들리,서울특별시 금천구 독산동 1023-17 지하1층,"서울특별시 금천구 독산로 221 (독산동,지하1층)",서울특별시 금천구 독산동 1023-17,37.5408299,127.0696354,금천구
킹,서울특별시 금천구 독산동 961-8 지하1층,"서울특별시 금천구 독산로 346 (독산동, 지하1층)",서울특별시 금천구 독산동 961-8,37.5078616,126.9635141,금천구
스타,서울특별시 금천구 독산동 1037-0 지하1층 (독산역길 3),"서울특별시 금천구 범안로 1254, 지하1층 (독산동)",서울특별시 금천구 독산동 1037-0,37.5285722,126.843856,금천구
미팅,서울특별시 금천구 시흥동 852-31 지하1층,"서울특별시 금천구 독산로 131, 지하1층 (시흥동)",서울특별시 금천구 시흥동 852-31,37.5474664,127.1075026,금천구
짱,서울특별시 금천구 독산동 961-12 지하1층,"서울특별시 금천구 독산로 342, 지하1층 (독산동)",서울특별시 금천구 독산동 961-12,37.5361496,127.0609951,금천구
미라클,서울특별시 금천구 독산동 293-5 협진식품빌딩 2층 201호,"서울특별시 금천구 범안로 1209, 2층 201호 (독산동, 협진식품빌딩)",서울특별시 금천구 독산동 293-5,37.5605894,127.0811042,금천구
백상,서울특별시 금천구 독산동 296-16 지하1층,"서울특별시 금천구 가산로 53, 지하1층 (독산동)",서울특별시 금천구 독산동 296-16,37.541167,127.0953041,금천구
킹카,서울특별시 동작구 사당동 147-69번지,서울특별시 동작구 동작대로27가길 39 (사당동),서울특별시 동작구 사당동 147-69,37.5377756,127.0845005,동작구
소풍,서울특별시 금천구 시흥동 883-3번지 지하1층,"서울특별시 금천구 금하로 632, 김안과의원 지하1층 (시흥동)",서울특별시 금천구 시흥동 883-3,37.466078,126.8981186,금천구
수 노래바,서울특별시 금천구 시흥동 885,"서울특별시 금천구 시흥대로52길 62, 지상2층 (시흥동)",서울특별시 금천구 시흥동 885,37.4537674,126.9015506,금천구
킹노래바,서울특별시 금천구 시흥동 999-45,"서울특별시 금천구 금하로 617-2, 지하1층 (시흥동)",서울특별시 금천구 시흥동 999-45,37.5303434,126.8383503,금천구
숲속의궁전,서울특별시 강동구 암사동 490-20,서울특별시 강동구 상암로 81-1 (암사동),서울특별시 강동구 암사동 490-20,37.467099,126.8981295,강동구
가요무대,서울특별시 강동구 명일동 325-20,"서울특별시 강동구 상암로47길 90, 지1층 (명일동)",서울특별시 강동구 명일동 325-20,37.5390516,127.0625446,강동구
만남,서울특별시 강동구 천호동 163-8 금정빌딩,"서울특별시 강동구 진황도로 53, 금정빌딩 지1층 (천호동)",서울특별시 강동구 천호동 163-8,37.532358,127.1417047,강동구
악쓰는 하마2,서울특별시 강동구 길동 412-8 (지1층),"서울특별시 강동구 양재대로 1465 (길동,(지1층))",서울특별시 강동구 길동 412-8,37.454359,126.9017955,강동구
오케이단란주점,서울특별시 강서구 화곡동 858-7번지 (지하 1층),"서울특별시 강서구 곰달래로 지하 190-1, 1층 (화곡동, 2동)",서울특별시 강서구 화곡동 858-7,37.5317978,126.8602439,강서구
던힐노래바,서울특별시 금천구 가산동 141-8 2층,"서울특별시 금천구 가산로 148 (가산동,2층)",서울특별시 금천구 가산동 141-8,37.5526221,126.8528348,금천구
에쿠스 노래타운,서울특별시 금천구 시흥동 121-9,"서울특별시 금천구 시흥대로63길 3, 지하1층 (시흥동)",서울특별시 금천구 시흥동 121-9,37.47251139999999,126.9027498,금천구
캡틴,서울특별시 강서구 화곡동 372-95 (지하 1층),"서울특별시 강서구 가로공원로72길 3, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 372-95,37.4698841,126.8972269,강서구
휠링,서울특별시 강서구 가양동 161-3번지 (지하 1층),"서울특별시 강서구 강서로74길 8, 지하 1층 (가양동, 1동)",서울특별시 강서구 가양동 161-3,37.470087,126.8972747,강서구
친구들,서울특별시 강서구 화곡동 379-86번지 (지하 1층),"서울특별시 강서구 가로공원로 199, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 379-86,37.4781662,126.9035603,강서구
종이연 7080 단란주점,서울특별시 금천구 시흥동 883-7 지하1층,"서울특별시 금천구 시흥대로 228 (시흥동, 지하1층)",서울특별시 금천구 시흥동 883-7,37.4667673,126.8964724,금천구
엔젤,서울특별시 광진구 화양동 7-11,서울특별시 광진구 동일로22길 102 (화양동),서울특별시 광진구 화양동 7-11,37.4535324,126.9020891,광진구
파티파티 노래주점,서울특별시 동작구 흑석동 52-26번지,서울특별시 동작구 서달로14길 8 (흑석동),서울특별시 동작구 흑석동 52-26,37.4526486,126.9026641,동작구
황실노래광장,서울특별시 강서구 화곡동 913-4 (지상 2층),"서울특별시 강서구 강서로5나길 80, 2층 (화곡동, 1동)",서울특별시 강서구 화곡동 913-4,37.53735959999999,127.0846668,강서구
중일단란주점,서울특별시 광진구 광장동 325-4,서울특별시 광진구 아차산로76가길 4 (광장동),서울특별시 광진구 광장동 325-4,37.5029352,126.936279,광진구
에이스단란주점,서울특별시 광진구 자양동 203-5,서울특별시 광진구 동일로 36 (자양동),서울특별시 광진구 자양동 203-5,37.5460186,127.1703086,광진구
진라이브,서울특별시 광진구 중곡동 162-10,서울특별시 광진구 능동로 347-1 (중곡동),서울특별시 광진구 중곡동 162-10,37.4860168,126.9809822,광진구
제일,서울특별시 광진구 구의동 200-2,서울특별시 광진구 광나루로 608 (구의동),서울특별시 광진구 구의동 200-2,37.5410344,127.1430685,광진구
벤츠노래주점,서울특별시 광진구 구의동 252-116,서울특별시 광진구 자양로18길 17 (구의동),서울특별시 광진구 구의동 252-116,37.5555465,126.8543675,광진구
라이브콘서트,서울특별시 금천구 독산동 1031-5 지하1층,"서울특별시 금천구 시흥대로 364 (독산동, 지하1층)",서울특별시 금천구 독산동 1031-5,37.5040798,126.9380901,금천구
킹카투,서울특별시 금천구 시흥동 883-15,"서울특별시 금천구 시흥대로58길 5, 지하1층 (시흥동)",서울특별시 금천구 시흥동 883-15,37.4545797,126.9017207,금천구
멜로디 라이브,서울특별시 강서구 화곡동 357-26 (지하 1층),"서울특별시 강서구 월정로 124, 지하 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 357-26,37.5476711,127.1437505,강서구
사랑방,"서울특별시 금천구 독산동 1030-2 ,3,6 지하1층 (시흥대로 311)","서울특별시 금천구 시흥대로 376 (독산동,,3,6 지하1층 (시흥대로 311))",서울특별시 금천구 독산동 1030-2,37.5447886,127.0860467,금천구
엠비씨노래방단란주점,서울특별시 광진구 자양동 249-5,서울특별시 광진구 동일로12길 2 (자양동),서울특별시 광진구 자양동 249-5,37.4863028,126.9813767,광진구
위너스,서울특별시 강동구 둔촌동 448-0번지,서울특별시 강동구 진황도로 153 (둔촌동),서울특별시 강동구 둔촌동 448-0,37.5330218,126.8462569,강동구
호텔노래바,서울특별시 금천구 시흥동 884-4 지상2층,"서울특별시 금천구 시흥대로52길 70 (시흥동, 지상2층)",서울특별시 금천구 시흥동 884-4,37.5126558,126.9371164,금천구
달래야7080,서울특별시 강서구 화곡동 794-12 외 2필지 (지하 1층),"서울특별시 강서구 곰달래로 246, 지하 1층 (화곡동, 4동)",서울특별시 강서구 화곡동 794-12,37.4628696,126.90376,강서구
쇼노래클럽,서울특별시 강서구 화곡동 1121-1 (지하 1층),"서울특별시 강서구 화곡로58길 36, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 1121-1,37.4709672,126.9032366,강서구
특급노래빠,서울특별시 금천구 독산동 990-21 지하1층,"서울특별시 금천구 독산로85길 6 (독산동, 지하1층)",서울특별시 금천구 독산동 990-21,37.4859634,126.9811749,금천구
궁전,서울특별시 금천구 독산동 289-11 지하1층 (두산길 6),"서울특별시 금천구 두산로 83 (독산동,지하1층 (두산길 6))",서울특별시 금천구 독산동 289-11,37.5528968,126.8512188,금천구
썬,서울특별시 금천구 독산동 289-6번지 지하1층,"서울특별시 금천구 시흥대로123길 7, 지하1층 (독산동)",서울특별시 금천구 독산동 289-6,37.4666602,126.8995268,금천구
황금노래하는곳,서울특별시 금천구 독산동 959-9 지하1층,"서울특별시 금천구 독산로 351 (독산동,지하1층)",서울특별시 금천구 독산동 959-9,37.4787092,126.9040461,금천구
파라다이스,서울특별시 금천구 독산동 293-5,"서울특별시 금천구 범안로 1209, 지상4층 (독산동)",서울특별시 금천구 독산동 293-5,37.5550551,127.0886155,금천구
영웅노래바,서울특별시 금천구 시흥동 888-1 지상2층,"서울특별시 금천구 시흥대로52길 46 (시흥동,지상2층)",서울특별시 금천구 시흥동 888-1,37.5417748,127.0667476,금천구
콘서트 7080,서울특별시 금천구 시흥동 888-12 지하1층,"서울특별시 금천구 시흥대로56길 17 (시흥동, 지하1층)",서울특별시 금천구 시흥동 888-12,37.5329627,127.0759299,금천구
카라,서울특별시 광진구 구의동 246-24,서울특별시 광진구 아차산로49길 10 (구의동),서울특별시 광진구 구의동 246-24,37.5470564,127.1075325,광진구
파티파티,서울특별시 동작구 상도동 188-4,서울특별시 동작구 상도로 152 (상도동),서울특별시 동작구 상도동 188-4,37.5461088,127.0732496,동작구
가고파,서울특별시 강동구 상일동 457-3,서울특별시 강동구 천호대로 1459 (상일동),서울특별시 강동구 상일동 457-3,37.535272,127.0827364,강동구
SBS노래주점,서울특별시 동작구 사당동 145-11번지,서울특별시 동작구 동작대로27가길 36 (사당동),서울특별시 동작구 사당동 145-11,37.5475115,127.1082436,동작구
S 라이브,서울특별시 강동구 길동 345-6번지,서울특별시 강동구 천중로 205 (길동),서울특별시 강동구 길동 345-6,37.5628897,127.0799536,강동구
야후노래바,서울특별시 강서구 등촌동 655-37 (지하 1층),"서울특별시 강서구 공항대로 423, 지하 1층 (등촌동, 1동)",서울특별시 강서구 등촌동 655-37,37.5330618,127.0806197,강서구
팡팡,서울특별시 동작구 상도동 367-4,서울특별시 동작구 상도로 170 (상도동),서울특별시 동작구 상도동 367-4,37.5379973,127.0886722,동작구
아리수노래바,서울특별시 금천구 시흥동 884-1 지상2층,"서울특별시 금천구 금하로 636 (시흥동, 지상2층)",서울특별시 금천구 시흥동 884-1,37.547206,127.0735751,금천구
블루문 라이브,서울특별시 강동구 명일동 345-1,"서울특별시 강동구 양재대로 1594, 지1층 (명일동)",서울특별시 강동구 명일동 345-1,37.5623227,127.0816633,강동구
쎄시봉,서울특별시 광진구 구의동 234-27,서울특별시 광진구 광나루로 508 (구의동),서울특별시 광진구 구의동 234-27,37.5342052,127.0841366,광진구
스타 7080,서울특별시 동작구 사당동 145-26 (지하1층),서울특별시 동작구 동작대로25길 11 (사당동),서울특별시 동작구 사당동 145-26,37.5570133,127.0782326,동작구
친구,서울특별시 강서구 화곡동 340-51 지하 1층,"서울특별시 강서구 강서로 60, 지하 1층 (화곡동)",서울특별시 강서구 화곡동 340-51,37.5360587,127.0649498,강서구
오페라,서울특별시 동작구 노량진동 35-2번지,서울특별시 동작구 노량진로8길 31 (노량진동),서울특별시 동작구 노량진동 35-2,37.5379446,127.0884665,동작구
따봉노래바,서울특별시 금천구 독산동 1043-57번지 지하1층,"서울특별시 금천구 독산로 175, 지하1층 (독산동)",서울특별시 금천구 독산동 1043-57,37.5395228,127.0927333,금천구
그린단란주점,서울특별시 금천구 독산동 193-31 지하1층 (독산동길 97),"서울특별시 금천구 독산로 272 (독산동,지하1층 (독산동길 97))",서울특별시 금천구 독산동 193-31,37.5612037,127.0847103,금천구
굿타임,서울특별시 동작구 사당동 145-30번지,서울특별시 동작구 동작대로27가길 37 (사당동),서울특별시 동작구 사당동 145-30,37.55218259999999,126.8493678,동작구
앵콜 노래클럽,서울특별시 강서구 화곡동 1117-0번지 지하1층 좌측,"서울특별시 강서구 화곡로58길 8, 지하1층 (화곡동, 6동, 좌측)",서울특별시 강서구 화곡동 1117-0,37.5726965,126.8100564,강서구
하프 1/2,서울특별시 금천구 독산동 1027-18 지하1층,"서울특별시 금천구 범안로 1239, 지하1층 (독산동)",서울특별시 금천구 독산동 1027-18,37.5472535,126.8748644,금천구
별노래바,서울특별시 금천구 독산동 960-15 지하1층,"서울특별시 금천구 독산로 358, 지하1층 (독산동)",서울특별시 금천구 독산동 960-15,37.5321591,126.8629106,금천구
콜미,서울특별시 광진구 중곡동 92-9,서울특별시 광진구 용마산로 16 (중곡동),서울특별시 광진구 중곡동 92-9,37.5686863,126.8415969,광진구
슈퍼스타,서울특별시 광진구 화양동 48-23번지,서울특별시 광진구 아차산로25길 8 (화양동),서울특별시 광진구 화양동 48-23,37.5287583,126.8392637,광진구
월드,서울특별시 광진구 자양동 608-19번지,서울특별시 광진구 뚝섬로 596 (자양동),서울특별시 광진구 자양동 608-19,37.5074344,127.0629265,광진구
한강썸라이브,서울특별시 광진구 광장동 322-3,서울특별시 광진구 아차산로76길 32 (광장동),서울특별시 광진구 광장동 322-3,37.524018,127.0427803,광진구
피터팬노래하는소주방,서울특별시 광진구 화양동 111-206번지,서울특별시 광진구 능동로 171 (화양동),서울특별시 광진구 화양동 111-206,37.5419,126.8393086,광진구
가희,서울특별시 광진구 자양동 624-29,서울특별시 광진구 자양로13길 22 (자양동),서울특별시 광진구 자양동 624-29,37.5456079,126.8412928,광진구
힐링,서울특별시 광진구 광장동 185-2번지,서울특별시 광진구 아차산로78길 177 (광장동),서울특별시 광진구 광장동 185-2,37.5698843,127.0705495,광진구
탑노래바,서울특별시 광진구 중곡동 244-3번지,서울특별시 광진구 긴고랑로 34 (중곡동),서울특별시 광진구 중곡동 244-3,37.5283988,126.8468527,광진구
7080라이브일번지,서울특별시 광진구 자양동 634-12,서울특별시 광진구 자양로13길 83 (자양동),서울특별시 광진구 자양동 634-12,37.5529484,126.8639717,광진구
쿨,서울특별시 광진구 구의동 243-19,서울특별시 광진구 아차산로 415 (구의동),서울특별시 광진구 구의동 243-19,37.5530472,126.8498473,광진구
샴푸,서울특별시 광진구 화양동 225-0,서울특별시 광진구 광나루로 396 (화양동),서울특별시 광진구 화양동 225-0,37.5544507,126.8534456,광진구
별과음악사이,서울특별시 광진구 중곡동 163-1,서울특별시 광진구 긴고랑로 50 (중곡동),서울특별시 광진구 중곡동 163-1,37.5705089,127.0702169,광진구
아지트,서울특별시 광진구 자양동 628-33,서울특별시 광진구 자양로 71 (자양동),서울특별시 광진구 자양동 628-33,37.5779256,127.03325,광진구
7080남행열차,서울특별시 광진구 군자동 473-17,"서울특별시 광진구 군자로 183, 지층 (군자동)",서울특별시 광진구 군자동 473-17,37.5575223,126.8559611,광진구
라이브(술있는 노래방),서울특별시 광진구 자양동 45-34,서울특별시 광진구 뚝섬로 492 (자양동),서울특별시 광진구 자양동 45-34,37.5652171,127.0571767,광진구
하루노래주점,서울특별시 광진구 구의동 243-22,서울특별시 광진구 아차산로 413 (구의동),서울특별시 광진구 구의동 243-22,37.5028076,127.0401007,광진구
멜론노래,서울특별시 광진구 구의동 219-28,서울특별시 광진구 아차산로 455 (구의동),서울특별시 광진구 구의동 219-28,37.5007948,127.0345185,광진구
스타라이브,서울특별시 광진구 중곡동 37-4번지,서울특별시 광진구 긴고랑로 79 (중곡동),서울특별시 광진구 중곡동 37-4,37.4786464,127.0477167,광진구
원탁,서울특별시 강서구 화곡동 998-16번지 (지하 1층),"서울특별시 강서구 화곡로55길 5, 지하 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 998-16,37.5663963,127.0672373,강서구
